timestamp,frame_id,capture_wait_ms,slow_poll_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed,loop_ms
70949.903591,145,0.002,0.006,0.055,0.01,0.448,0.003,0.0,61.53,117.13,0,1,1,3,0.0,0.0,0,0,11.713
70949.915388,146,0.003,0.003,0.002,0.015,0.173,0.004,0.0,0.0,128.93,0,0,1,3,0.0,0.0,0,0,12.9
70949.971241,147,0.004,0.006,0.005,0.015,8.414,0.003,0.0,0.0,160.62,0,0,1,3,0.0,0.0,0,0,12.621
70950.002203,148,0.001,0.003,0.029,0.007,0.387,0.002,0.0,87.64,191.58,0,1,1,3,0.0,0.0,0,0,11.04
70950.03787,149,0.004,0.003,0.003,0.017,0.914,0.003,0.0,0.0,227.25,0,0,1,3,0.0,0.0,0,0,12.376
70950.075912,150,0.005,0.007,0.005,0.032,0.747,0.016,0.0,0.0,62.08,0,0,1,3,0.0,0.0,0,0,12.895
70950.105233,151,0.002,0.003,0.016,0.011,0.378,0.003,0.0,68.87,91.4,0,1,1,3,0.0,0.0,0,0,12.23
70950.133819,152,0.002,0.231,0.001,0.005,1.131,0.006,441.38,0.0,441.38,1,0,0,5,0.0,0.0,3,1,12.072
70950.168653,153,0.003,0.006,0.005,0.034,0.999,0.006,0.0,0.0,10.9,0,0,1,5,0.0,0.0,0,0,13.088
70950.194003,154,0.004,0.006,0.038,0.026,0.401,0.004,0.0,62.02,36.25,0,1,1,5,0.0,0.0,0,0,15.626
70950.234472,155,0.004,0.003,0.045,0.009,0.304,0.007,0.0,43.41,56.74,0,1,1,5,0.0,0.0,0,0,10.778
70950.263462,156,0.003,0.004,0.004,0.026,1.883,0.003,0.0,0.0,85.73,0,0,1,5,0.0,0.0,0,0,14.723
70950.278233,157,0.002,0.007,0.052,0.008,3.21,0.003,0.0,46.73,76.23,0,1,1,5,0.0,0.0,0,0,20.149
70950.309915,158,0.002,0.004,0.003,0.022,0.461,0.003,0.0,0.0,107.91,0,0,1,5,0.0,0.0,0,0,10.848
70950.347333,159,0.008,0.23,0.0,0.001,0.836,0.005,244.17,0.0,244.17,1,0,0,7,5.5,5.52,2,0,9.143
70950.403691,160,0.004,0.004,0.005,0.035,0.374,0.003,0.0,0.0,67.28,0,0,1,7,0.25,0.25,0,0,10.783
70950.429644,161,0.002,0.011,0.016,0.072,0.929,0.002,0.0,0.0,80.39,0,0,1,7,0.06,0.06,0,0,15.526
70950.458911,162,0.003,0.004,0.003,0.023,1.566,0.002,0.0,0.0,109.66,0,0,1,7,0.06,0.06,0,0,12.416
70950.480588,163,0.003,0.01,0.007,0.062,1.942,0.005,0.0,0.0,92.09,0,0,1,7,0.22,0.22,0,0,17.879
70950.525758,164,0.002,0.004,0.053,0.006,0.463,0.002,0.0,79.34,105.01,0,1,1,7,0.0,0.0,0,0,11.921
70950.549861,165,0.004,0.003,0.003,0.02,3.836,0.004,0.0,0.0,129.11,0,0,1,7,0.11,0.11,0,0,15.67
70950.598519,166,0.005,0.003,0.002,0.019,1.352,0.003,0.0,0.0,123.05,0,0,1,7,0.22,0.22,0,0,14.581
70950.63117,167,0.003,0.004,0.056,0.007,5.488,0.004,0.0,82.89,59.21,0,1,1,7,0.0,0.0,0,0,19.416
70950.650728,168,0.009,0.003,0.004,0.024,0.889,0.002,0.0,0.0,78.77,0,0,1,7,0.13,0.13,0,0,13.065
70950.689987,169,0.002,0.004,0.05,0.007,0.558,0.004,0.0,60.19,59.8,0,1,1,7,0.0,0.0,0,0,15.775
70950.717359,170,0.004,0.003,0.004,0.028,0.424,0.005,0.0,0.0,367.8,0,0,1,8,0.17,0.17,0,0,12.728
70950.760063,171,0.003,0.004,0.003,0.024,0.598,0.003,0.0,0.0,51.01,0,0,1,8,0.07,0.07,0,0,12.405
70950.782948,172,0.003,0.004,0.003,0.028,0.473,0.002,0.0,0.0,73.9,0,0,1,8,0.04,0.04,0,0,17.315
70950.838836,173,0.003,0.004,0.003,0.024,1.053,0.004,0.0,0.0,122.12,0,0,1,8,0.02,0.02,0,0,19.588
70950.858523,174,0.005,0.008,0.005,0.031,0.951,0.004,0.0,0.0,141.81,0,0,1,8,0.02,0.02,0,0,12.573
70950.87115,175,0.003,0.003,0.048,0.006,0.463,0.002,0.0,88.9,98.64,0,1,1,8,0.0,0.0,0,0,10.472
70950.918451,176,0.003,0.005,0.003,0.033,2.446,0.006,0.0,0.0,145.94,0,0,1,8,0.01,0.01,0,0,19.945
70950.966161,177,0.003,0.006,0.005,0.038,1.402,0.002,0.0,0.0,128.67,0,0,1,8,0.06,0.06,0,0,14.344
70950.980548,178,0.002,0.005,0.004,0.036,1.276,0.003,0.0,0.0,143.05,0,0,1,8,0.0,0.0,0,0,18.157
70951.025411,179,0.003,0.267,0.001,0.008,1.704,0.005,336.9,0.0,336.9,1,0,1,8,0.8,6.26,3,3,16.301
70951.068791,180,0.003,0.003,0.002,0.023,0.279,0.002,0.0,0.0,380.28,0,0,1,8,0.0,0.0,0,0,13.374
70951.082268,181,0.003,0.004,0.043,0.014,0.368,0.003,0.0,103.27,12.91,0,1,1,8,0.54,3.53,0,0,14.348
70951.125115,182,0.005,0.004,0.004,0.031,0.346,0.003,0.0,0.0,55.76,0,0,1,8,0.04,0.04,0,0,12.503
70951.164178,183,0.004,0.003,0.042,0.009,0.615,0.002,0.0,83.11,82.51,0,1,1,8,0.0,0.0,0,0,11.959
70951.193619,184,0.005,0.004,0.004,0.028,0.827,0.002,0.0,0.0,111.95,0,0,1,8,0.01,0.01,0,0,11.694
70951.22333,185,0.003,0.006,0.004,0.037,2.246,0.003,0.0,0.0,141.66,0,0,1,8,0.05,0.05,0,0,16.859
70951.240277,186,0.003,0.003,0.05,0.01,0.589,0.003,0.0,77.77,117.89,0,1,1,8,0.0,0.0,0,0,11.58
70951.293284,187,0.002,0.004,0.003,0.028,0.388,0.003,0.0,0.0,170.9,0,0,1,8,0.05,0.05,0,0,12.741
70951.321683,188,0.003,0.007,0.006,0.048,3.157,0.003,0.0,0.0,160.56,0,0,1,8,0.08,0.08,0,0,18.522
70951.351268,189,0.004,0.003,0.003,0.023,2.392,0.003,0.0,0.0,248.59,0,0,1,8,0.31,0.31,0,0,16.329
70951.391574,190,0.004,0.003,0.004,0.021,0.855,0.003,0.0,0.0,61.57,0,0,1,8,0.09,0.09,0,0,12.93
70951.429349,191,0.009,0.005,0.003,0.032,2.415,0.005,0.0,0.0,99.35,0,0,1,8,0.03,0.03,0,0,15.601
70951.472035,192,0.005,0.006,0.005,0.032,1.094,0.003,0.0,0.0,123.51,0,0,1,8,0.03,0.03,0,0,18.599
70951.490728,193,0.004,0.003,0.003,0.024,0.659,0.003,0.0,0.0,142.2,0,0,1,8,0.04,0.04,0,0,11.698
70951.526624,194,0.003,0.003,0.003,0.023,1.433,0.004,0.0,0.0,146.51,0,0,1,8,0.03,0.03,0,0,13.018
70951.563818,195,0.003,0.011,0.006,0.059,0.84,0.003,0.0,0.0,183.71,0,0,1,8,0.03,0.03,0,0,13.453
